Centro,Fecha_Creacion,Hora,FRM_Orden_Final,FRM_Orden_Item_Final,EOC_ID_TIENDA,Grupo_Canal,Tipo_de_Negocio,Tipo_Despacho_Detalle,Operador_Logistico_Old,EOC_DELIVERYSTOREID,EOC_Estado,Estado_T,Estado_T_Detalle,FRM_N_DNI_Asesor,FRM_Tipologia,Fecha_Entrega_Pactada,Fecha_Entrega_Real,INR_FechaActivacion,Cruce_INAR,EOC_Estado,EOC_Cierre,Multilinea_Asesor,Multi_item,FRM_Departamento_de_entrega,INR_NumRentaIGV_Neto,FRM_Plan_vendido,OBI_Nuevo_plan
Netcall,1 sept 2026,12,914829865,9148298658165919119799,9271,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9349,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_MVALIENTES,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Ucayali,null,null,Power ilim 79.90 SD N
Netcall,1 sept 2026,12,914823622,9148236228165857441457,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9349,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_MQUISPEH,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Ucayali,null,null,Power ilim 69.90 N
Netcall,2 sept 2026,10,915229806,91522980689511710111070112855,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9349,ABIERTAS,Entregado,Entregado,NET_KROJASNAUPA,SIM,2 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Ucayali,null,null,null
Netcall,2 sept 2026,10,915235635,91523563589511710111070112772,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9349,CANCELADAS,Cancelado,Cancelado,NET_GHERRERAG,SIM,2 sept 2026,null,null,No,CANCELADAS,2026-09-02 11:19:49,Monolínea,Mono_item,Ucayali,null,null,null
Netcall,1 sept 2026,13,914837963,9148379638166006107621,9271,Outbound,Portabilidad Postpago,PROGRAMADO,Logixtal,9349,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_MVALIENTES,SIM,2 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Ucayali,null,null,Power ilim 79.90 SD N
Netcall,1 sept 2026,14,914865534,9148655348166326050219,9283,Outbound,Portabilidad Postpago,PROGRAMADO,Logixtal,9349,ABIERTAS,Pendiente Entrega,Pendiente Entrega,TLV_NET_MCHAMBI,SIM,2 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Ucayali,null,null,Power ilim 79.90 SD N
Netcall,1 sept 2026,14,914866535,9148665358166327114352,9283,Outbound,Portabilidad Postpago,PROGRAMADO,Logixtal,9349,ABIERTAS,Pendiente Entrega,Pendiente Entrega,TLV_NET_MCHAMBI,SIM,2 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Ucayali,null,null,Power ilim 79.90 SD N
Netcall,1 sept 2026,11,914813047,914813047,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9349,CERRADAS,Entregado,Entregado,NET_YMILLA,SIM,1 sept 2026,1 sept 2026,null,No,CERRADAS,2026-09-02 00:14:30,Monolínea,Mono_item,Ucayali,null,Power 59.90 N,null
Netcall,2 sept 2026,11,915260162,91526016289511710111070706607,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,5022,ABIERTAS,Entregado,Entregado,NET_JATANACIOC,SIM,2 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Arequipa,null,null,null
Netcall,2 sept 2026,11,915260150,91526015089511710111070706599,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,5022,ABIERTAS,Entregado,Entregado,NET_JATANACIOC,SIM,2 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Arequipa,null,null,null
Netcall,2 sept 2026,12,915273708,91527370889511710111070706573,5299,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,5022,ABIERTAS,Entregado,Entregado,NET_RCANDIOTTIA,SIM,2 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Arequipa,null,null,null
Netcall,1 sept 2026,14,914865698,9148656988166307219746,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,5022,CERRADAS,Entregado,Entregado,NET_GCABALLEROC,SIM,1 sept 2026,1 sept 2026,null,No,CERRADAS,2026-09-02 01:32:02,Monolínea,Mono_item,Arequipa,null,Power 59.90 N,Power 59.90 N
Netcall,1 sept 2026,10,914786884,9147868848165495615577,9271,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,3115,ABIERTAS,Entregado,Entregado,NET_GHUAMANT,SIM,1 sept 2026,1 sept 2026,null,No,ABIERTAS,null,Monolínea,Mono_item,Pasco,null,null,Power ilim 79.90 SD N
Netcall,2 sept 2026,13,915289683,91528968389511710121058246740,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9343,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_MZEVALLOSMA,SIM,2 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Cusco,null,null,null
Netcall,1 sept 2026,11,914798094,914798094,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9343,CERRADAS,Entregado,Entregado,TLV_NET_LSANCHA,SIM,1 sept 2026,1 sept 2026,null,No,CERRADAS,2026-09-02 00:25:31,Multilínea,Mono_item,Cusco,null,Power ilim 79.90 SD N,null
Netcall,1 sept 2026,11,914812717,9148127178165746966782,9271,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9343,CERRADAS,Entregado,Entregado,NET_LNECIOSUPC,SIM,1 sept 2026,1 sept 2026,null,No,CERRADAS,2026-09-02 00:46:54,Monolínea,Mono_item,Cusco,null,Power ilim 79.90 SD N,Power ilim 79.90 SD N
Netcall,1 sept 2026,18,914942946,9149429468167130776410,9283,Outbound,Portabilidad Postpago,PROGRAMADO,Logixtal,9343,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_MMACHACAM,SIM,3 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Cusco,null,null,Power 59.90 N
Netcall,2 sept 2026,10,915241702,91524170289511710121058246864,9271,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9343,ABIERTAS,Entregado,Entregado,NET_MGSGRADOS,SIM,2 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Cusco,null,null,null
Netcall,2 sept 2026,13,915299416,91529941689511710121058248498,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9343,ABIERTAS,Entregado,Entregado,NET_JCAVEROC,SIM,2 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Cusco,null,null,null
Netcall,1 sept 2026,14,914857426,9148574268166218901681,9283,Outbound,Portabilidad Postpago,PROGRAMADO,Logixtal,9343,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_LMUSAYONS,SIM,2 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Cusco,null,null,Power 59.90 N
Netcall,1 sept 2026,10,914793239,9147932398165571652638,9283,Outbound,Venta Regular / Alta,EXPRESS,Logixtal,9343,CERRADAS,Entregado,Entregado,TLV_NET_LSANCHA,SIM,1 sept 2026,1 sept 2026,01/09/2026,Sí,CERRADAS,2026-09-01 17:26:57,Multilínea,Mono_item,Cusco,39.95,Power ilim 79.90 SD N,Power ilim 79.90 SD N
Netcall,1 sept 2026,11,914799412,9147994128165609149600,9283,Outbound,Venta Regular / Alta,EXPRESS,Logixtal,9343,CERRADAS,Entregado,Entregado,TLV_NET_LSANCHA,SIM,1 sept 2026,1 sept 2026,01/09/2026,Sí,CERRADAS,2026-09-01 17:28:49,Multilínea,Mono_item,Cusco,19.95,Power ilim 79.90 SD N,Power ilim 79.90 SD N
Netcall,1 sept 2026,10,914791382,9147913828165539398383,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9343,CERRADAS,Entregado,Entregado,NET_YHUAMAN,SIM,1 sept 2026,1 sept 2026,null,No,CERRADAS,2026-09-02 01:16:11,Monolínea,Mono_item,Cusco,null,Power ilim 69.90 N,Power ilim 69.90 N
Netcall,2 sept 2026,13,915294716,91529471689511710121058246781,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9343,ABIERTAS,Entregado,Entregado,NET_AARNAIZA,SIM,2 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Cusco,null,null,null
Netcall,1 sept 2026,11,914807576,9148075768165699672158,9283,Outbound,Venta Regular / Alta,RETIRO EN TIENDA,Retiro en tienda,7206,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_MFERRER,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,La Libertad,null,null,Power 39.90 N
Netcall,1 sept 2026,10,914790608,9147906088165525861349,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9342,CERRADAS,Entregado,Entregado,NET_GSANCHEZO,SIM,1 sept 2026,1 sept 2026,null,No,CERRADAS,2026-09-02 01:19:03,Multilínea,Mono_item,Lima - Callao,null,Power ilim 79.90 SD N,Power ilim 79.90 SD N
Netcall,1 sept 2026,13,914851605,9148516058166154543011,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9342,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_JFAJARDOR,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Lima - Callao,null,null,Power 59.90 N
Netcall,1 sept 2026,10,914787095,914787095,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9342,CERRADAS,Entregado,Entregado,NET_GSANCHEZO,SIM,1 sept 2026,1 sept 2026,null,No,CERRADAS,2026-09-02 00:21:30,Multilínea,Mono_item,Lima - Callao,null,Power ilim 79.90 SD N,null
Netcall,1 sept 2026,13,914838494,9148384948166014437836,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9342,CERRADAS,Entregado,Entregado,NET_ATRIVINOS,SIM,1 sept 2026,1 sept 2026,null,No,CERRADAS,2026-09-02 01:39:48,Multilínea,Mono_item,Lima - Callao,null,Power ilim 79.90 SD N,Power ilim 79.90 SD N
Netcall,1 sept 2026,13,914837556,9148375568166003881488,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9342,CERRADAS,Entregado,Entregado,NET_ATRIVINOS,SIM,1 sept 2026,1 sept 2026,null,No,CERRADAS,2026-09-02 01:44:57,Multilínea,Mono_item,Lima - Callao,null,Power ilim 79.90 SD N,Power ilim 79.90 SD N
Netcall,1 sept 2026,13,914844071,9148440718166073222200,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9342,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_RFIGUEROAR,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Lima - Callao,null,null,Power 59.90 N
Netcall,1 sept 2026,13,914843229,9148432298166067219524,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9342,CERRADAS,Entregado,Entregado,NET_PSANCHEZE,SIM,1 sept 2026,1 sept 2026,null,No,CERRADAS,2026-09-02 01:00:47,Monolínea,Mono_item,Lima - Callao,null,Power 59.90 N,Power 59.90 N
Netcall,1 sept 2026,20,914971788,9149717888167426745235,9283,Outbound,Portabilidad Postpago,PROGRAMADO,Logixtal,9001,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_YMILLA,SIM,2 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Lima - Callao,null,null,Power ilim 79.90 SD N
Netcall,2 sept 2026,7,915145525,91514552589511710111067972667,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9342,CANCELADAS,Pendiente Entrega,Pendiente Entrega,NET_JIYASHAMAR,SIM,2 sept 2026,null,null,No,CANCELADAS,2026-09-02 09:32:18,Multilínea,Mono_item,Lima - Callao,null,null,null
Netcall,2 sept 2026,9,915224475,91522447589511710111067972634,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9342,ABIERTAS,Entregado,Entregado,NET_JIYASHAMAR,SIM,2 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Lima - Callao,null,null,null
Netcall,2 sept 2026,17,915357321,91535732189511710101029969596,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9342,ABIERTAS,Entregado,Entregado,NET_MMREVILLA,SIM,2 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Lima - Callao,null,null,null
Netcall,1 sept 2026,10,914788231,9147882318165502903514,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9342,CERRADAS,Entregado,Entregado,NET_GSANCHEZO,SIM,1 sept 2026,1 sept 2026,null,No,CERRADAS,2026-09-02 00:39:49,Multilínea,Mono_item,Lima - Callao,null,Power ilim 79.90 SD N,Power ilim 79.90 SD N
Netcall,1 sept 2026,10,914791649,9147916498165540766825,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9342,CERRADAS,Entregado,Entregado,NET_GSANCHEZO,SIM,1 sept 2026,1 sept 2026,null,No,CERRADAS,2026-09-02 00:58:52,Multilínea,Mono_item,Lima - Callao,null,Power ilim 79.90 SD N,Power ilim 79.90 SD N
Netcall,1 sept 2026,10,914789631,9147896318165520453800,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9342,CERRADAS,Entregado,Entregado,NET_GSANCHEZO,SIM,1 sept 2026,1 sept 2026,null,No,CERRADAS,2026-09-02 01:47:17,Multilínea,Mono_item,Lima - Callao,null,Power ilim 79.90 SD N,Power ilim 79.90 SD N
Netcall,1 sept 2026,15,914871277,9148712778166369835654,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9342,CANCELADAS,Entregado,Entregado,NET_MFERRER,SIM,1 sept 2026,1 sept 2026,null,No,CANCELADAS,2026-09-01 22:00:39,Multilínea,Mono_item,Lima - Callao,null,null,Power 59.90 N
